id,airport_code,city,driver_name,driver_rating,driver_trips,cab_type,vehicle_model,passenger_capacity,base_fare,price_per_km,estimated_wait_minutes,is_electric,is_shuttle
3049,PAT,Patna,Anil Deshmukh,4.52,1914,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,4,1,0
3050,AJL,Aizawl,Amit Kumar,4.95,522,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
3051,PNV,Porbandar,Rahul Banerjee,4.43,2366,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
3052,BHU,Bathinda,Gaurav Tiwari,4.92,624,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
3053,KAP,Kadapa,Deepak Joshi,4.56,1476,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
3054,GOX,Goa (Mopa),Manoj Gupta,4.62,429,Sedan (Dzire/Etios),Toyota Etios,4,350,14,6,0,0
3055,YTL,Yavatmal,Mahesh Choudhary,4.91,1844,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
3056,PYG,Gangtok / Pakyong (Sikkim),Santosh Kulkarni,4.52,743,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
3057,MYQ,Mysuru,Rohan Mehta,4.52,643,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,8,0,0
3058,NMS,Naliya,Praveen Nair,4.63,2199,Hatchback (WagonR),Tata Tiago,4,250,12,5,0,0
3059,HSS,Hisar,Rajesh Sharma,4.89,2000,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,12,0,0
3060,VZY,Vijayawada,Mahesh Choudhary,4.94,2319,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,10,1,0
3061,SAG,Shirdi,Gaurav Tiwari,4.68,977,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,13,1,0
3062,JGD,Jagdalpur,Ramesh Verma,4.84,1305,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,3,0,0
3063,SWM,Ranthambore / Sawai Madhopur,Rohan Mehta,4.81,1813,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
3064,IXB,Siliguri / Bagdogra,Harpreet Singh,4.77,798,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
3065,DMO,Damoh,Dinesh Pillai,4.62,623,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
3066,ATQ,Amritsar,Ramesh Verma,4.87,1874,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,9,0,0
3067,RGD,Raigarh,Sunil Yadav,4.58,788,Executive Premium,Toyota Camry Hybrid,4,1200,35,5,0,0
3068,RGD,Raigarh,Rohan Mehta,4.78,836,Executive Premium,Mercedes C-Class,4,1200,35,5,0,0
3069,WGC,Warangal,Deepak Joshi,4.72,616,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,5,0,0
3070,TCR,Thoothukudi (Tuticorin),Anil Deshmukh,4.73,2059,Executive Premium,Skoda Superb,4,1200,35,7,0,0
3071,VZY,Vijayawada,Suresh Patel,4.54,151,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
3072,DBR,Darbhanga,Santosh Kulkarni,4.54,833,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
3073,PNQ,Pune,Sunil Yadav,4.63,2130,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,11,0,0
3074,VNS,Varanasi,Praveen Nair,4.94,1980,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
3075,LAT,Latur,Pankaj Das,4.94,347,Executive Premium,Mercedes C-Class,4,1200,35,10,0,0
3076,ATQ,Amritsar,Pankaj Das,4.83,1467,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,11,1,0
3077,JLG,Jalgaon,Amit Kumar,4.63,1257,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
3078,SAH,Saharanpur,Pankaj Das,4.41,618,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
3079,GOX,Goa (Mopa),Manoj Gupta,4.51,2048,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,6,0,0
3080,PINJ,Panchkula / Pinjore,Rajesh Sharma,4.52,1592,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,9,1,0
3081,MZS,Sonbhadra,Amit Kumar,4.54,810,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,6,0,0
3082,BHO,Bhopal,Mahesh Choudhary,4.81,1438,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,3,0,0
3083,IXD,Prayagraj (Allahabad),Gaurav Tiwari,4.57,135,Executive Premium,Mercedes C-Class,4,1200,35,11,0,0
3084,VJZ,Bhogapuram / Vizianagaram,Mahesh Choudhary,4.73,2341,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
3085,BAR,Baramati,Amit Kumar,4.64,1598,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
3086,SDW,Sindhudurg,Sanjay Rao,4.48,2188,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,11,1,0
3087,GOX,Goa (Mopa),Sanjay Rao,4.6,272,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
3088,KUU,Kullu / Manali,Manoj Gupta,4.65,1343,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
3089,OSB,Dharashiv,Ramesh Verma,4.59,1418,Executive Premium,Skoda Superb,4,1200,35,11,0,0
3090,HSS,Hisar,Santosh Kulkarni,4.62,844,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
3091,IXT,Pasighat,Suresh Patel,4.55,959,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,3,0,0
3092,AKL,Akola,Rajesh Sharma,4.47,2197,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
3093,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Manoj Gupta,4.83,948,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,5,0,0
3094,MOR,Moradabad,Harpreet Singh,4.63,2023,Executive Premium,Toyota Camry Hybrid,4,1200,35,4,0,0
3095,MYQ,Mysuru,Mahesh Choudhary,4.9,1807,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,7,0,0
3096,NMS,Naliya,Manoj Gupta,4.43,647,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,3,0,0
3097,AMR,Amravati,Ramesh Verma,4.63,1473,Executive Premium,Skoda Superb,4,1200,35,5,0,0
3098,IXZ,Port Blair (Andaman),Manoj Gupta,4.96,436,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,3,1,0
3099,BLR,Bengaluru,Praveen Nair,4.53,153,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
3100,BKN,Bikaner,Anil Deshmukh,4.85,859,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,5,1,0
3101,HSS,Hisar,Pankaj Das,4.73,1262,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
3102,PAL,Pali,Rajesh Sharma,4.48,1693,Sedan (Dzire/Etios),Toyota Etios,4,350,14,12,0,0
3103,IXS,Silchar,Gaurav Tiwari,4.69,1691,Executive Premium,Mercedes C-Class,4,1200,35,6,0,0
3104,PINJ,Panchkula / Pinjore,Manoj Gupta,4.78,1349,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,12,0,0
3105,RGD,Raigarh,Vijay Reddy,4.66,626,Hatchback (WagonR),Tata Tiago,4,250,12,3,0,0
3106,CFH,Chitrakoot,Pankaj Das,4.61,767,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
3107,BDQ,Vadodara,Sunil Yadav,4.41,932,Hatchback (WagonR),Hyundai i10,4,250,12,13,0,0
3108,LAT,Latur,Amit Kumar,4.65,2183,Airport Express Shuttle,Tata Winger Executive,12,180,8,14,0,1
3109,IMF,Imphal,Anil Deshmukh,4.89,1105,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
3110,ZER,Ziro,Santosh Kulkarni,4.46,739,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,12,0,0
3111,AMB,Ambikapur,Anil Deshmukh,4.89,1344,Executive Premium,Mercedes C-Class,4,1200,35,3,0,0
3112,VJZ,Bhogapuram / Vizianagaram,Manoj Gupta,4.62,760,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,6,0,0
3113,IXL,Leh (Ladakh),Dinesh Pillai,4.97,1907,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
3114,GOI,Goa (Dabolim),Amit Kumar,4.48,943,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,3,0,0
3115,DGR,Deoghar,Rohan Mehta,4.57,632,Hatchback (WagonR),Tata Tiago,4,250,12,3,0,0
3116,RMD,Ratnagiri,Suresh Patel,4.45,1811,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,11,0,0
3117,KQH,Ajmer / Kishangarh,Amit Kumar,4.83,1307,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
3118,IXR,Ranchi,Deepak Joshi,4.49,533,Executive Premium,Mercedes C-Class,4,1200,35,6,0,0
3119,KAM,Kamalpur,Gaurav Tiwari,4.97,745,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
3120,KAI,Kailashahar,Suresh Patel,4.61,1460,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,10,0,0
3121,JGA,Jamnagar,Anil Deshmukh,4.79,948,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,3,1,0
3122,RJA,Rajahmundry,Ramesh Verma,4.57,820,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,5,0,0
3123,IXB,Siliguri / Bagdogra,Amit Kumar,4.58,903,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
3124,AGR,Agra,Amit Kumar,4.93,184,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
3125,BOM,Mumbai,Vikram Singh,4.59,2114,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,10,0,0
3126, سات,Satna,Vikram Singh,4.55,1172,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,11,0,0
3127,IXW,Jamshedpur,Pankaj Das,4.97,1805,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
3128,OSB,Dharashiv,Ramesh Verma,4.53,1682,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
3129,DMO,Damoh,Rajesh Sharma,4.74,2316,Executive Premium,Mercedes C-Class,4,1200,35,5,0,0
3130,KQH,Ajmer / Kishangarh,Mahesh Choudhary,4.54,323,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,13,0,0
3131,JSA,Jaisalmer,Manoj Gupta,4.86,509,Executive Premium,Skoda Superb,4,1200,35,3,0,0
3132,VZY,Vijayawada,Rajesh Sharma,4.9,1982,Sedan (Dzire/Etios),Toyota Etios,4,350,14,3,0,0
3133,SXV,Shivamogga,Dinesh Pillai,4.54,943,Executive Premium,Toyota Camry Hybrid,4,1200,35,9,0,0
3134,IXL,Leh (Ladakh),Vikram Singh,4.77,1006,Airport Express Shuttle,Force Traveller AC,12,180,8,11,0,1
3135,OSB,Dharashiv,Dinesh Pillai,4.97,1658,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,5,1,0
3136,LUD,Ludhiana,Suresh Patel,4.91,1250,Hatchback (WagonR),Tata Tiago,4,250,12,13,0,0
3137,GAW,Guwahati,Santosh Kulkarni,4.79,1995,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
3138,TRV,Thiruvananthapuram,Sanjay Rao,4.55,1707,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
3139,MZS,Sonbhadra,Rohan Mehta,4.73,409,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
3140,NVM,Navi Mumbai,Vikram Singh,4.43,1699,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,3,0,0
3141,IXD,Prayagraj (Allahabad),Anil Deshmukh,4.73,1924,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,14,0,0
3142,TEZ,Tezpur,Pankaj Das,4.54,1816,Executive Premium,Mercedes C-Class,4,1200,35,4,0,0
3143,NVY,Neyveli,Dinesh Pillai,4.77,636,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,11,1,0
3144,GBI,Kalaburagi (Gulbarga),Mahesh Choudhary,4.81,385,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,3,0,0
3145,IXP,Pathankot,Praveen Nair,4.85,2089,Executive Premium,Skoda Superb,4,1200,35,10,0,0
3146,KBK,Kushinagar,Vikram Singh,4.57,1123,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
3147,PBN,Parbhani,Mahesh Choudhary,4.44,474,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,14,0,0
3148,BOM,Mumbai,Mahesh Choudhary,4.63,1690,Sedan (Dzire/Etios),Toyota Etios,4,350,14,13,0,0
3149,SHL,Shillong,Manoj Gupta,4.73,1730,Executive Premium,Mercedes C-Class,4,1200,35,10,0,0
3150,BHJ,Bhuj (Kutch),Sunil Yadav,4.64,1340,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,10,0,0
3151,PNQ,Pune,Vijay Reddy,4.74,1182,Airport Express Shuttle,Tata Winger Executive,12,180,8,14,0,1
3152,RKG,Durgapur,Deepak Joshi,4.84,624,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,5,0,0
3153,YTL,Yavatmal,Amit Kumar,4.58,523,Airport Express Shuttle,Tata Winger Executive,12,180,8,8,0,1
3154,MUZ,Muzaffarpur,Vikram Singh,4.47,453,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,5,0,0
3155,STV,Surat,Santosh Kulkarni,4.63,1535,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
3156,BHU,Bathinda,Mahesh Choudhary,4.45,1950,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
3157,PNV,Porbandar,Santosh Kulkarni,4.55,2356,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
3158,BHO,Bhopal,Dinesh Pillai,4.72,2261,Executive Premium,Toyota Camry Hybrid,4,1200,35,13,0,0
3159,PAT,Patna,Sanjay Rao,4.68,124,Hatchback (WagonR),Tata Tiago,4,250,12,7,0,0
3160,BDQ,Vadodara,Sanjay Rao,4.68,685,Executive Premium,Toyota Camry Hybrid,4,1200,35,3,0,0
3161,DON,Bhadrak / Dhamra,Amit Kumar,4.41,987,Executive Premium,Toyota Camry Hybrid,4,1200,35,10,0,0
3162,RMD,Ratnagiri,Rohan Mehta,4.88,865,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,7,0,0
3163,MRA,Noida / Jewar,Vikram Singh,4.52,565,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,7,1,0
3164,UTL,Barmer,Rajesh Sharma,4.55,1990,Airport Express Shuttle,Tata Winger Executive,12,180,8,8,0,1
3165,LKO,Lucknow,Ramesh Verma,4.78,1861,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,3,1,0
3166,KHO,Khowai,Suresh Patel,4.9,401,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
3167,IXP,Pathankot,Ramesh Verma,4.54,2241,Sedan (Dzire/Etios),Toyota Etios,4,350,14,12,0,0
3168,PYG,Gangtok / Pakyong (Sikkim),Santosh Kulkarni,4.87,1036,Airport Express Shuttle,Tata Winger Executive,12,180,8,13,0,1
3169,IXC,Chandigarh,Manoj Gupta,4.45,436,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,7,0,0
3170,ROU,Rourkela,Manoj Gupta,4.7,1587,Executive Premium,Toyota Camry Hybrid,4,1200,35,8,0,0
3171,LKO,Lucknow,Gaurav Tiwari,4.67,889,Airport Express Shuttle,Tata Winger Executive,12,180,8,14,0,1
3172,BKN,Bikaner,Santosh Kulkarni,4.44,1407,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,11,1,0
3173,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Gaurav Tiwari,4.92,1368,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
3174,IDR,Indore,Suresh Patel,4.52,1824,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
3175,MAL,Malda,Dinesh Pillai,4.57,86,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
3176,BBI,Bhubaneswar,Ramesh Verma,4.42,238,Executive Premium,Mercedes C-Class,4,1200,35,13,0,0
3177, سات,Satna,Suresh Patel,4.46,1085,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
3178,TEZ,Tezpur,Sunil Yadav,4.73,104,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
3179,GWL,Gwalior,Dinesh Pillai,4.78,1161,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,9,0,0
3180,AGX,Agatti Island (Lakshadweep),Vijay Reddy,4.46,2077,Airport Express Shuttle,Tata Winger Executive,12,180,8,9,0,1
3181, سات,Satna,Dinesh Pillai,4.87,657,Executive Premium,Mercedes C-Class,4,1200,35,6,0,0
3182,IXE,Mangaluru,Vikram Singh,4.78,1614,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,5,0,0
3183,MYQ,Mysuru,Sanjay Rao,4.74,1928,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
3184,DIU,Diu,Sunil Yadav,4.83,1990,Executive Premium,Skoda Superb,4,1200,35,6,0,0
3185,DEL,New Delhi,Harpreet Singh,4.57,123,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,10,0,0
3186,PAT,Patna,Anil Deshmukh,4.61,273,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
3187,VJZ,Bhogapuram / Vizianagaram,Manoj Gupta,4.68,394,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,5,0,0
3188,HYD,Hyderabad,Harpreet Singh,4.85,750,Executive Premium,Skoda Superb,4,1200,35,4,0,0
3189,LUD,Ludhiana,Suresh Patel,4.42,2192,Hatchback (WagonR),Tata Tiago,4,250,12,14,0,0
3190,LAT,Latur,Deepak Joshi,4.57,560,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
3191,CKU,Chakulia,Santosh Kulkarni,4.71,162,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,9,1,0
3192,BHJ,Bhuj (Kutch),Praveen Nair,4.96,109,Executive Premium,Toyota Camry Hybrid,4,1200,35,5,0,0
3193,LAT,Latur,Dinesh Pillai,4.46,2263,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
3194,TRV,Thiruvananthapuram,Mahesh Choudhary,4.84,178,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,14,0,0
3195,CHI,Chhindwara,Mahesh Choudhary,4.76,1216,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,6,0,0
3196,DBR,Darbhanga,Mahesh Choudhary,4.46,1699,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,6,0,0
3197,JHW,Jhalawar,Mahesh Choudhary,4.46,542,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
3198,SRA,Shravasti,Santosh Kulkarni,4.53,1421,Airport Express Shuttle,Force Traveller AC,12,180,8,3,0,1
3199,NWP,Pithoragarh,Harpreet Singh,4.83,1725,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,12,0,0
3200,PUR,Purulia,Ramesh Verma,4.8,1172,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,9,0,0
3201,GBI,Kalaburagi (Gulbarga),Anil Deshmukh,4.51,1953,Airport Express Shuttle,Tata Winger Executive,12,180,8,3,0,1
3202,KNU,Kanpur,Rahul Banerjee,4.82,551,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,9,0,0
3203,CCJ,Kozhikode (Calicut),Sunil Yadav,4.8,1203,Airport Express Shuttle,Tata Winger Executive,12,180,8,3,0,1
3204,VNS,Varanasi,Deepak Joshi,4.46,1999,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
3205,YTL,Yavatmal,Vijay Reddy,4.97,1526,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,4,0,0
3206,LUD,Ludhiana,Deepak Joshi,4.89,958,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,8,1,0
3207,ANK,Ankleshwar,Rohan Mehta,4.85,2224,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
3208,MRA,Noida / Jewar,Deepak Joshi,4.89,2258,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
3209,IXZ,Port Blair (Andaman),Vijay Reddy,4.98,973,Executive Premium,Toyota Camry Hybrid,4,1200,35,9,0,0
3210,CJB,Coimbatore,Praveen Nair,4.92,1044,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,4,1,0
3211,RXL,Raxaul,Pankaj Das,4.81,2022,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,9,0,0
3212,PUR,Purulia,Santosh Kulkarni,4.81,1037,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,9,1,0
3213,SNE,Singrauli,Rohan Mehta,4.89,1827,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,8,1,0
3214,SWM,Ranthambore / Sawai Madhopur,Praveen Nair,4.91,2017,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
3215,RXL,Raxaul,Anil Deshmukh,4.91,631,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
3216,DMO,Damoh,Rajesh Sharma,4.82,384,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,3,1,0
3217,KOP,Kolhapur,Anil Deshmukh,4.93,125,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,9,1,0
3218,PBF,Bilaspur,Rajesh Sharma,4.63,2275,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,7,0,0
3219,AMD,Ahmedabad,Ramesh Verma,4.58,1754,Executive Premium,Skoda Superb,4,1200,35,4,0,0
3220,MAA,Chennai,Praveen Nair,4.79,761,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,9,0,0
3221,IXP,Pathankot,Vijay Reddy,4.48,2213,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,13,0,0
3222,ATQ,Amritsar,Sanjay Rao,4.85,1239,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,5,0,0
3223,SXR,Srinagar,Sanjay Rao,4.45,2369,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,6,0,0
3224,IXS,Silchar,Rohan Mehta,4.83,640,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,13,0,0
3225,RAT,Ratlam,Mahesh Choudhary,4.75,521,Hatchback (WagonR),Hyundai i10,4,250,12,13,0,0
3226,MAA,Chennai,Gaurav Tiwari,4.62,1049,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
3227,SAH,Saharanpur,Santosh Kulkarni,4.52,759,Executive Premium,Skoda Superb,4,1200,35,9,0,0
3228,IXT,Pasighat,Ramesh Verma,4.49,2179,Hatchback (WagonR),Hyundai i10,4,250,12,12,0,0
3229,KUU,Kullu / Manali,Suresh Patel,4.69,1598,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
3230,UTL,Barmer,Gaurav Tiwari,4.55,1615,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,8,0,0
3231,BOM,Mumbai,Rohan Mehta,4.52,1982,Hatchback (WagonR),Hyundai i10,4,250,12,11,0,0
3232,MRA,Noida / Jewar,Deepak Joshi,4.95,1278,Executive Premium,Mercedes C-Class,4,1200,35,11,0,0
3233,AKL,Akola,Rahul Banerjee,4.79,1472,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,6,1,0
3234,TRV,Thiruvananthapuram,Mahesh Choudhary,4.94,135,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,10,0,0
3235,KQH,Ajmer / Kishangarh,Santosh Kulkarni,4.54,479,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
3236,NDC,Nanded,Harpreet Singh,4.6,1008,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
3237,DEL,New Delhi,Dinesh Pillai,4.6,633,Hatchback (WagonR),Tata Tiago,4,250,12,6,0,0
3238,IMF,Imphal,Ramesh Verma,4.53,2397,Airport Express Shuttle,Force Traveller AC,12,180,8,3,0,1
3239,HYD,Hyderabad,Vijay Reddy,4.41,1322,Airport Express Shuttle,Tata Winger Executive,12,180,8,5,0,1
3240,KBK,Kushinagar,Harpreet Singh,4.59,1555,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,3,0,0
3241,IXW,Jamshedpur,Suresh Patel,4.41,1839,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,11,1,0
3242,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Praveen Nair,4.5,1940,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
3243,AGX,Agatti Island (Lakshadweep),Rahul Banerjee,4.74,662,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
3244,GOI,Goa (Dabolim),Vikram Singh,4.55,663,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,11,0,0
3245,AKL,Akola,Rohan Mehta,4.49,2028,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,13,0,0
3246,GAW,Guwahati,Deepak Joshi,4.59,122,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,11,1,0
3247,DED,Dehradun,Praveen Nair,4.87,2109,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
3248,AJL,Aizawl,Vikram Singh,4.52,1544,Hatchback (WagonR),Tata Tiago,4,250,12,8,0,0
3249,IXG,Belagavi,Rahul Banerjee,4.48,936,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,13,1,0
3250,SXR,Srinagar,Mahesh Choudhary,4.9,661,Executive Premium,Skoda Superb,4,1200,35,6,0,0
3251,HSR,Rajkot,Deepak Joshi,4.69,1928,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
3252,NVM,Navi Mumbai,Vijay Reddy,4.85,1558,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,4,0,0
3253,GOP,Ganjam / Gopalpur,Vijay Reddy,4.46,1310,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
3254,AKL,Akola,Pankaj Das,4.88,1526,Hatchback (WagonR),Tata Tiago,4,250,12,13,0,0
3255,RGD,Raigarh,Rohan Mehta,4.5,707,Hatchback (WagonR),Tata Tiago,4,250,12,6,0,0
3256,MYQ,Mysuru,Harpreet Singh,4.58,1681,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,12,0,0
3257,AMR,Amravati,Anil Deshmukh,4.8,519,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,10,0,0
3258,SSE,Solapur,Suresh Patel,4.42,2128,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,9,0,0
3259,MRA,Noida / Jewar,Sanjay Rao,4.93,1615,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,3,1,0
3260,ZER,Ziro,Vijay Reddy,4.88,378,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
3261,IXW,Jamshedpur,Suresh Patel,4.59,1022,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
3262,KHA,Khandwa,Sanjay Rao,4.51,537,Executive Premium,Skoda Superb,4,1200,35,10,0,0
